Time [s], Analyzer Name, Decoded Protocol Result
17.616895278000001,TX,0xCD
17.616990611999999,TX,0xB0
17.617085946000000,TX,0x9B
17.617181280000000,TX,0x48
17.617276614000001,TX,0x7A
17.617371947999999,TX,0x43
17.617467282000000,TX,0x8A
17.617562616000001,TX,0xE5
17.617657948000002,TX,0x5A
17.617753281999999,TX,0x19
17.617966819999999,RX,0x20
17.618071036000000,RX,0x02
17.618175254000001,RX,0x03
17.618279472000001,RX,0x07
17.618383690000002,RX,0x00
17.618487907999999,RX,0x00
17.619963292000001,TX,0x20
17.620058625999999,TX,0x21
17.620153960000000,TX,0x03
17.620249294000001,TX,0x07
17.620344628000002,TX,0x01
17.620439961999999,TX,0x1F
17.620535294000000,TX,0x1E
17.620630628000001,TX,0xFF
17.620725962000002,TX,0x44
17.620821295999999,TX,0x37
17.620916630000000,TX,0xDF
17.621011964000001,TX,0x01
17.621107297999998,TX,0xFF
17.621202631999999,TX,0xFF
17.621297964000000,TX,0xFF
17.621393298000001,TX,0xFF
17.621488631999998,TX,0xFF
17.621592631999999,TX,0xFF
17.621687966000000,TX,0x10
17.621783300000001,TX,0x20
17.621878634000002,TX,0x20
17.621973967999999,TX,0x20
17.622069302000000,TX,0x20
17.622164636000001,TX,0x20
17.622259970000002,TX,0x53
17.622355301999999,TX,0x49
17.622450636000000,TX,0x4C
17.622545970000001,TX,0x49
17.622641303999998,TX,0x43
17.622736637999999,TX,0x4F
17.622831972000000,TX,0x4E
17.622927306000001,TX,0x20
17.623022639999999,TX,0x4C
17.623117973999999,TX,0x41
17.623213306000000,TX,0x42
17.623308640000001,TX,0x20
17.623403973999999,TX,0x20
17.623618574000002,RX,0x20
17.623722791999999,RX,0x02
17.623827007999999,RX,0x03
17.623931226000000,RX,0x07
17.624035444000000,RX,0x00
17.624139662000001,RX,0x00
17.624331311999999,TX,0x20
17.624426646000000,TX,0x05
17.624521980000001,TX,0x03
17.624617312000002,TX,0x04
17.624712645999999,TX,0x00
17.624807980000000,TX,0x08
17.624903314000001,TX,0x00
17.625007314000001,TX,0x08
17.625102647999999,TX,0x07
17.625293689999999,RX,0x20
17.625397908000000,RX,0x02
17.625502126000001,RX,0x03
17.625606344000001,RX,0x04
17.625710561999998,RX,0x00
17.625814779999999,RX,0x00
17.625995320000001,TX,0x20
17.626090651999998,TX,0x02
17.626185985999999,TX,0x03
17.626281320000000,TX,0x01
17.626376654000001,TX,0x04
17.626471987999999,TX,0x02
17.626673264000001,RX,0x20
17.626777482000001,RX,0x02
17.626881699999998,RX,0x03
17.626985917999999,RX,0x01
17.627090136000000,RX,0x00
17.627194354000000,RX,0x00
17.627373326000001,TX,0x20
17.627468658000002,TX,0x00
17.627563991999999,TX,0x01
17.627659326000000,TX,0x03
17.627890598000000,RX,0x20
17.627994816000001,RX,0x06
17.628099034000002,RX,0x01
17.628203251999999,RX,0x03
17.628307469999999,RX,0xAE
17.628411688000000,RX,0x71
17.628515906000001,RX,0xAE
17.628620124000001,RX,0x57
17.628724342000002,RX,0xB4
17.628828559999999,RX,0x14
17.629115332000001,TX,0x20
17.629210665999999,TX,0x17
17.629306000000000,TX,0x03
17.629401334000001,TX,0x07
17.629496668000002,TX,0x00
17.629592001999999,TX,0x15
17.629687336000000,TX,0x02
17.629791336000000,TX,0x01
17.629886670000001,TX,0x06
17.629982003999999,TX,0x11
17.630077338000000,TX,0x07
17.630172672000000,TX,0xE4
17.630268004000001,TX,0xBA
17.630363337999999,TX,0x94
17.630467337999999,TX,0xC3
17.630562672000000,TX,0xC9
17.630658006000001,TX,0xB7
17.630753339999998,TX,0xCD
17.630848673999999,TX,0xB0
17.630944008000000,TX,0x9B
17.631039342000001,TX,0x48
17.631134675999999,TX,0x7A
17.631230007999999,TX,0x43
17.631325342000000,TX,0x8A
17.631420676000001,TX,0xE5
17.631516009999999,TX,0x5A
17.631611344000000,TX,0x19
17.631824970000000,RX,0x20
17.631929188000001,RX,0x02
17.632033406000001,RX,0x03
17.632137623999999,RX,0x07
17.632241841999999,RX,0x00
17.632346060000000,RX,0x00
17.633821353999998,TX,0x20
17.633916687999999,TX,0x21
17.634012022000000,TX,0x03
17.634107354000001,TX,0x07
17.634202687999998,TX,0x01
17.634298021999999,TX,0x1F
17.634393356000000,TX,0x1E
17.634488690000001,TX,0xFF
17.634584023999999,TX,0x44
17.634679358000000,TX,0x37
17.634774692000001,TX,0xDF
17.634870026000002,TX,0x01
17.634965357999999,TX,0x14
17.635060692000000,TX,0xB4
17.635156026000001,TX,0x57
17.635251360000002,TX,0xAE
17.635346693999999,TX,0x71
17.635442028000000,TX,0xAE
17.635537362000001,TX,0x10
17.635632695999998,TX,0x20
17.635728027999999,TX,0x20
17.635823362000000,TX,0x20
17.635927364000000,TX,0x20
17.636022696000001,TX,0x20
17.636118029999999,TX,0x53
17.636213364000000,TX,0x49
17.636308698000001,TX,0x4C
17.636404032000002,TX,0x49
17.636499365999999,TX,0x43
17.636594700000000,TX,0x4F
17.636690034000001,TX,0x4E
17.636785366000002,TX,0x20
17.636880699999999,TX,0x4C
17.636976034000000,TX,0x41
17.637071368000001,TX,0x42
17.637166701999998,TX,0x20
17.637262035999999,TX,0x20
17.637476620000001,RX,0x20
17.637580838000002,RX,0x02
17.637685055999999,RX,0x03
17.637789273999999,RX,0x07
17.637893492000000,RX,0x00
17.637997710000000,RX,0x00
17.638180706000000,TX,0x20
17.638276040000001,TX,0x05
17.638371373999998,TX,0x03
17.638466707999999,TX,0x04
17.638562042000000,TX,0x00
17.638666042000001,TX,0x08
17.638761376000001,TX,0x00
17.638856709999999,TX,0x08
17.638952044000000,TX,0x07
17.639143248000000,RX,0x20
17.639247466000000,RX,0x02
17.639351684000001,RX,0x03
17.639455902000002,RX,0x04
17.639560119999999,RX,0x00
17.639664337999999,RX,0x00
17.639844713999999,TX,0x20
17.639940048000000,TX,0x02
17.640035382000001,TX,0x03
17.640130716000002,TX,0x01
17.640226047999999,TX,0x04
17.640321382000000,TX,0x02
17.640504488000001,RX,0x20
17.640608705999998,RX,0x02
17.640712923999999,RX,0x03
17.640817142000000,RX,0x01
17.640921360000000,RX,0x00
17.641025578000001,RX,0x00
